"","Gene","Gene_id","Disease","Disease_id","Score_gda","Association_Type"
"57191","DRD3",1814,"Hyperkinesia","C3887506",0.3,"Therapeutic"
"57192","GIT1",28964,"Hyperkinesia","C3887506",0.3,"Biomarker"
"57193","GRIA1",2890,"Hyperkinesia","C3887506",0.3,"Biomarker"
"57194","SLC6A3",6531,"Hyperkinesia","C3887506",0.4,"Biomarker"
"57196","ADORA2A",135,"Hyperkinesia","C3887506",0.3,"Therapeutic"
"57197","CRHR1",1394,"Hyperkinesia","C3887506",0.3,"Biomarker"
"57198","SNCG",6623,"Hyperkinesia","C3887506",0.3,"Biomarker"
"57199","NTS",4922,"Hyperkinesia","C3887506",0.3,"Therapeutic"
"57200","HTR2A",3356,"Hyperkinesia","C3887506",0.3,"Biomarker"
"57201","NPY",4852,"Hyperkinesia","C3887506",0.3,"Biomarker"
"57202","ADCY8",114,"Hyperkinesia","C3887506",0.3,"Biomarker"
"57203","DRD2",1813,"Hyperkinesia","C3887506",0.3,"Biomarker"
"57205","CALCA",796,"Hyperkinesia","C3887506",0.3,"Therapeutic"
"57206","IL2",3558,"Hyperkinesia","C3887506",0.3,"Biomarker"
"57207","NPS",594857,"Hyperkinesia","C3887506",0.3,"Biomarker"
"57208","NTRK2",4915,"Hyperkinesia","C3887506",0.3,"Biomarker"
"57209","DISC1",27185,"Hyperkinesia","C3887506",0.3,"Biomarker"
"57210","GCG",2641,"Hyperkinesia","C3887506",0.3,"Therapeutic"
"57212","DRD1",1812,"Hyperkinesia","C3887506",0.3,"Biomarker"
"57213","NGF",4803,"Hyperkinesia","C3887506",0.3,"Biomarker"
"57214","FOS",2353,"Hyperkinesia","C3887506",0.3,"Biomarker"
"57215","CCK",885,"Hyperkinesia","C3887506",0.3,"Therapeutic"
"57216","GABBR1",2550,"Hyperkinesia","C3887506",0.3,"Biomarker"
"57218","TH",7054,"Hyperkinesia","C3887506",0.3,"Biomarker"
"57219","OXT",5020,"Hyperkinesia","C3887506",0.3,"Therapeutic"
"57220","BCHE",590,"Hyperkinesia","C3887506",0.3,"Therapeutic"
"57221","GRIA2",2891,"Hyperkinesia","C3887506",0.3,"Biomarker"
"57223","NPPC",4880,"Hyperkinesia","C3887506",0.3,"Therapeutic"
"57225","ADCY1",107,"Hyperkinesia","C3887506",0.3,"Biomarker"
"57226","HTR2C",3358,"Hyperkinesia","C3887506",0.3,"Therapeutic"
"57229","MAP6",4135,"Hyperkinesia","C3887506",0.3,"Biomarker"
"57230","CNTNAP2",26047,"Hyperkinesia","C3887506",0.31,"Biomarker"
"57231","ACADVL",37,"Very long chain acyl-CoA dehydrogenase deficiency","C3887523",1,"Biomarker"
"57234","ACADVL",37,"Very long chain acyl-CoA dehydrogenase deficiency","C3887523",1,"GeneticVariation"
"57253","FOXC1",2296,"Dandy-Walker Syndrome, Familial","C3887633",0.3,"Biomarker"
"57254","OPN1MW",2652,"Deuteranomaly","C3887938",0.62,"GeneticVariation"
"57255","OPN1MW",2652,"Deuteranomaly","C3887938",0.62,"Biomarker"
"57257","OPN1LW",5956,"Protanomaly","C3887980",0.62,"Biomarker"
"57258","OPN1LW",5956,"Protanomaly","C3887980",0.62,"GeneticVariation"
"57259","LPAR1",1902,"Cacosmia","C3888024",0.3,"Biomarker"
"57260","TGM6",343641,"SPINOCEREBELLAR ATAXIA 35","C3888031",0.75,"GeneticVariation"
"57263","TGM6",343641,"SPINOCEREBELLAR ATAXIA 35","C3888031",0.75,"GermlineCausalMutation"
"57264","TGM6",343641,"SPINOCEREBELLAR ATAXIA 35","C3888031",0.75,"Biomarker"
"57269","MPZ",4359,"Charcot-Marie-Tooth disease, Type 2I","C3888087",0.7,"GeneticVariation"
"57270","MPZ",4359,"Charcot-Marie-Tooth disease, Type 2I","C3888087",0.7,"Biomarker"
"57277","TOR1A",1861,"Early onset torsion dystonia","C3888090",0.8,"Biomarker"
"57294","FBXO38",81545,"NEURONOPATHY, DISTAL HEREDITARY MOTOR, TYPE IID","C3888271",0.7,"Biomarker"
"57297","FBXO38",81545,"NEURONOPATHY, DISTAL HEREDITARY MOTOR, TYPE IID","C3888271",0.7,"GeneticVariation"
"57298","APP",351,"CEREBRAL AMYLOID ANGIOPATHY, APP-RELATED, FLEMISH VARIANT","C3888307",0.3,"Biomarker"
"57300","APP",351,"CEREBRAL AMYLOID ANGIOPATHY, APP-RELATED, ITALIAN VARIANT","C3888308",0.3,"Biomarker"
"57302","APP",351,"CEREBRAL AMYLOID ANGIOPATHY, APP-RELATED, IOWA VARIANT","C3888309",0.3,"Biomarker"
"57304","NEU1",4758,"Sialidosis, type 2","C3888317",0.31,"Biomarker"
"57305","GAA",2548,"Glycogen storage disease due to acid maltase deficiency, infantile onset","C3888924",0.33,"GermlineCausalMutation"
"57306","DAB1",1600,"SPINOCEREBELLAR ATAXIA 37","C3889636",0.53,"Biomarker"
"57307","SCA37",103753527,"SPINOCEREBELLAR ATAXIA 37","C3889636",0.31,"GermlineCausalMutation"
"57308","DAB1",1600,"SPINOCEREBELLAR ATAXIA 37","C3889636",0.53,"GermlineCausalMutation"
"57311","STIM1",6786,"MYOPATHY, TUBULAR AGGREGATE, 1","C4011726",0.6,"GeneticVariation"
"57312","ORAI1",84876,"MYOPATHY, TUBULAR AGGREGATE, 1","C4011726",0.31,"Biomarker"
"57314","STIM1",6786,"MYOPATHY, TUBULAR AGGREGATE, 1","C4011726",0.6,"Biomarker"
"57316","CASQ1",844,"MYOPATHY, TUBULAR AGGREGATE, 1","C4011726",0.3,"GeneticVariation"
"57333","PIK3R2",5296,"MEGALENCEPHALY-POLYMICROGYRIA-POLYDACTYLY-HYDROCEPHALUS SYNDROME 1","C4012727",0.6,"Biomarker"
"57334","AKT3",10000,"MEGALENCEPHALY-POLYMICROGYRIA-POLYDACTYLY-HYDROCEPHALUS SYNDROME 1","C4012727",0.3,"Biomarker"
"57337","PIK3R2",5296,"MEGALENCEPHALY-POLYMICROGYRIA-POLYDACTYLY-HYDROCEPHALUS SYNDROME 1","C4012727",0.6,"GeneticVariation"
"57339","CCND2",894,"MEGALENCEPHALY-POLYMICROGYRIA-POLYDACTYLY-HYDROCEPHALUS SYNDROME 1","C4012727",0.3,"Biomarker"
"57345","MRE11",4361,"Ataxia-Telangiectasisa-Like Disorder 1","C4012790",0.7,"Biomarker"
"57349","MRE11",4361,"Ataxia-Telangiectasisa-Like Disorder 1","C4012790",0.7,"GeneticVariation"
"57350","STUB1",10273,"SPINOCEREBELLAR ATAXIA, AUTOSOMAL RECESSIVE 16","C4014261",0.94,"GeneticVariation"
"57351","STUB1",10273,"SPINOCEREBELLAR ATAXIA, AUTOSOMAL RECESSIVE 16","C4014261",0.94,"Biomarker"
"57352","STUB1",10273,"SPINOCEREBELLAR ATAXIA, AUTOSOMAL RECESSIVE 16","C4014261",0.94,"GermlineCausalMutation"
"57367","VPS53",55275,"PONTOCEREBELLAR HYPOPLASIA, TYPE 2E","C4014488",0.7,"Biomarker"
"57371","VPS53",55275,"PONTOCEREBELLAR HYPOPLASIA, TYPE 2E","C4014488",0.7,"GeneticVariation"
"57387","UBR4",23352,"Episodic ataxia with slurred speech","C4015108",0.3,"Biomarker"
"57388","KCNC1",3746,"EPILEPSY, PROGRESSIVE MYOCLONIC 7","C4015420",0.7,"GeneticVariation"
"57389","KCNC1",3746,"EPILEPSY, PROGRESSIVE MYOCLONIC 7","C4015420",0.7,"Biomarker"
"57391","KCNC1",3746,"EPILEPSY, PROGRESSIVE MYOCLONIC 7","C4015420",0.7,"GermlineCausalMutation"
"57393","APC2",10297,"Abnormality of nervous system morphology","C4022810",0.3,"Biomarker"
"57394","PPP2CA",5515,"Abnormality of nervous system morphology","C4022810",0.3,"Biomarker"
"57395","FDFT1",2222,"Abnormality of nervous system morphology","C4022810",0.3,"Biomarker"
"57396","WDR37",22884,"Abnormality of nervous system morphology","C4022810",0.3,"Biomarker"
"57397","SCAMP5",192683,"Abnormality of nervous system morphology","C4022810",0.3,"Biomarker"
"57398","DYNC1I2",1781,"Abnormality of nervous system morphology","C4022810",0.3,"Biomarker"
"57399","GOT2",2806,"Abnormality of nervous system morphology","C4022810",0.3,"Biomarker"
"57400","RALA",5898,"Abnormality of nervous system morphology","C4022810",0.3,"Biomarker"
"57402","MAPK8IP3",23162,"Abnormality of nervous system morphology","C4022810",0.3,"Biomarker"
"57403","ZNF292",23036,"Abnormality of nervous system morphology","C4022810",0.3,"Biomarker"
"57405","PIGU",128869,"Focal myoclonic seizures","C4023501",0.3,"Biomarker"
"57413","PRKCD",5580,"Convulsions","C4048158",0.31,"Biomarker"
"57414","CAT",847,"Convulsions","C4048158",0.3,"Therapeutic"
"57415","CHRNA5",1138,"Convulsions","C4048158",0.3,"Biomarker"
"57416","CHRNA7",1139,"Convulsions","C4048158",0.3,"Biomarker"
"57417","FOS",2353,"Convulsions","C4048158",0.3,"Biomarker"
"57418","HTR1A",3350,"Convulsions","C4048158",0.3,"Biomarker"
"57419","POLG",5428,"Convulsions","C4048158",0.3,"Biomarker"
"57420","TCF4",6925,"Convulsions","C4048158",0.3,"Biomarker"
"57421","SIGMAR1",10280,"Convulsions","C4048158",0.31,"Biomarker"
"57422","SLC30A1",7779,"Convulsions","C4048158",0.3,"Biomarker"
"57423","BCHE",590,"Convulsions","C4048158",0.33,"Therapeutic"
"57424","NOS1",4842,"Convulsions","C4048158",0.3,"Biomarker"
"57425","MT3",4504,"Convulsions","C4048158",0.3,"Biomarker"
"57426","OXT",5020,"Convulsions","C4048158",0.3,"Biomarker"
"57427","POMC",5443,"Convulsions","C4048158",0.3,"Biomarker"
"57428","CHRNB4",1143,"Convulsions","C4048158",0.3,"Biomarker"
"57429","PTGS2",5743,"Convulsions","C4048158",0.31,"Biomarker"
"57430","PLPPR1",54886,"Convulsions","C4048158",0.3,"Biomarker"
"57431","DRD2",1813,"Convulsions","C4048158",0.3,"Biomarker"
"57432","ABCC2",1244,"Convulsions","C4048158",0.31,"Biomarker"
"57433","INS",3630,"Convulsions","C4048158",0.3,"Biomarker"
"57434","CHRM1",1128,"Convulsions","C4048158",0.3,"Biomarker"
"57435","PNKP",11284,"Convulsions","C4048158",0.3,"Biomarker"
"57436","CCK",885,"Convulsions","C4048158",0.3,"Therapeutic"
"57437","SST",6750,"Convulsions","C4048158",0.3,"Biomarker"
"57438","GHRL",51738,"Convulsions","C4048158",0.3,"Therapeutic"
"57439","REST",5978,"Convulsions","C4048158",0.3,"Therapeutic"
"57440","SLC2A1",6513,"Convulsions","C4048158",0.3,"Biomarker"
"57442","BDNF",627,"Convulsions","C4048158",0.3,"Biomarker"
"57443","DRD2",1813,"Convulsions","C4048158",0.3,"Therapeutic"
"57444","SLC6A2",6530,"Convulsions","C4048158",0.3,"Biomarker"
"57445","IL6",3569,"Convulsions","C4048158",0.31,"Biomarker"
"57447","NGFR",4804,"Convulsions","C4048158",0.3,"Biomarker"
"57448","DBT",1629,"Convulsions","C4048158",0.3,"Biomarker"
"57449","MPDZ",8777,"Convulsions","C4048158",0.3,"Biomarker"
"57451","TSC1",7248,"Convulsions","C4048158",0.3,"Biomarker"
"57452","ATP7A",538,"Convulsions","C4048158",0.3,"Biomarker"
"57453","OPRM1",4988,"Convulsions","C4048158",0.3,"Biomarker"
"57454","BDNF",627,"Convulsions","C4048158",0.3,"Therapeutic"
"57455","SOD2",6648,"Convulsions","C4048158",0.3,"Biomarker"
"57457","NGF",4803,"Convulsions","C4048158",0.3,"Biomarker"
"57458","POMC",5443,"Convulsions","C4048158",0.3,"Therapeutic"
"57459","TSC2",7249,"Convulsions","C4048158",0.3,"Biomarker"
"57463","OPRK1",4986,"Convulsions","C4048158",0.3,"Biomarker"
"57464","DRD3",1814,"Convulsions","C4048158",0.3,"Therapeutic"
"57465","CHRNA3",1136,"Convulsions","C4048158",0.3,"Biomarker"
"57466","ADRA1B",147,"Convulsions","C4048158",0.3,"Biomarker"
"57467","SST",6750,"Convulsions","C4048158",0.3,"Therapeutic"
"57468","IFNB1",3456,"Convulsions","C4048158",0.3,"Biomarker"
"57469","OPRK1",4986,"Convulsions","C4048158",0.3,"Therapeutic"
"57470","CAT",847,"Convulsions","C4048158",0.3,"Biomarker"
"57471","NOS2",4843,"Convulsions","C4048158",0.3,"Biomarker"
"57472","FAAH",2166,"Convulsions","C4048158",0.3,"Therapeutic"
"57474","CYP11A1",1583,"Convulsions","C4048158",0.3,"Therapeutic"
"57475","CRH",1392,"Convulsions","C4048158",0.3,"Biomarker"
"57477","SLC8A1",6546,"Convulsions","C4048158",0.3,"Biomarker"
"57478","SLC6A1",6529,"Convulsions","C4048158",0.3,"Biomarker"
"57480","LETM1",3954,"Convulsions","C4048158",0.3,"Biomarker"
"57482","ACHE",43,"Convulsions","C4048158",0.31,"Biomarker"
"57484","PAM",5066,"Convulsions","C4048158",0.3,"Biomarker"
"57485","HCN1",348980,"Convulsions","C4048158",0.31,"Biomarker"
"57488","SSTR2",6752,"Convulsions","C4048158",0.3,"Therapeutic"
"57489","GAD2",2572,"Convulsions","C4048158",0.3,"Biomarker"
"57491","PIGM",93183,"Convulsions","C4048158",0.3,"Biomarker"
"57493","RBFOX1",54715,"Convulsions","C4048158",0.3,"Biomarker"
"57495","NPY",4852,"Convulsions","C4048158",0.3,"Therapeutic"
"57496","IDH2",3418,"Convulsions","C4048158",0.3,"Biomarker"
"57498","AGT",183,"Convulsions","C4048158",0.3,"Biomarker"
"57501","HTR1A",3350,"Convulsions","C4048158",0.3,"Therapeutic"
"57502","KCNQ2",3785,"Convulsions","C4048158",0.3,"Biomarker"
"57503","ACHE",43,"Convulsions","C4048158",0.31,"Therapeutic"
"57505","SLC17A7",57030,"Convulsions","C4048158",0.3,"Biomarker"
"57506","CNR1",1268,"Convulsions","C4048158",0.31,"Biomarker"
"57507","SLC12A5",57468,"Convulsions","C4048158",0.3,"Biomarker"
"57508","TRH",7200,"Convulsions","C4048158",0.3,"Biomarker"
"57509","ACAT1",38,"Convulsions","C4048158",0.3,"Biomarker"
"57510","SLC1A1",6505,"Convulsions","C4048158",0.3,"Biomarker"
"57511","NRP2",8828,"Convulsions","C4048158",0.3,"Biomarker"
"57512","ALAD",210,"Convulsions","C4048158",0.3,"Biomarker"
"57513","CHAT",1103,"Convulsions","C4048158",0.3,"Biomarker"
"57517","SYN2",6854,"Convulsions","C4048158",0.3,"Biomarker"
"57518","IMPA1",3612,"Convulsions","C4048158",0.3,"Biomarker"
"57521","CHRNA4",1137,"Convulsions","C4048158",0.3,"Biomarker"
"57522","DRD1",1812,"Convulsions","C4048158",0.3,"Biomarker"
"57525","KCNA2",3737,"Convulsions","C4048158",0.31,"Biomarker"
"57528","PDYN",5173,"Convulsions","C4048158",0.3,"Therapeutic"
"57533","MIB1",57534,"Convulsions","C4048158",0.3,"Biomarker"
"57534","CNNM2",54805,"Convulsions","C4048158",0.3,"Biomarker"
"57538","ALPL",249,"Convulsions","C4048158",0.3,"Biomarker"
"57539","GRIK1",2897,"Convulsions","C4048158",0.3,"Biomarker"
"57541","NPY",4852,"Convulsions","C4048158",0.3,"Biomarker"
"57542","GAMT",2593,"Convulsions","C4048158",0.3,"Biomarker"
"57545","CLU",1191,"Convulsions","C4048158",0.3,"Biomarker"
"57546","KCNJ11",3767,"Convulsions","C4048158",0.3,"Biomarker"
"57547","GABRA5",2558,"Convulsions","C4048158",0.3,"Biomarker"
"57548","CDKL5",6792,"Convulsions","C4048158",0.31,"Biomarker"
"57549","ABAT",18,"Convulsions","C4048158",0.3,"Biomarker"
"57551","APEX1",328,"Convulsions","C4048158",0.3,"Biomarker"
"57556","LEP",3952,"Convulsions","C4048158",0.3,"Therapeutic"
"57559","TBCD",6904,"Convulsions","C4048158",0.3,"Biomarker"
"57560","ADORA2A",135,"Convulsions","C4048158",0.3,"Biomarker"
"57562","HTR1B",3351,"Convulsions","C4048158",0.3,"Biomarker"
"57574","ALPL",249,"Convulsions","C4048158",0.3,"Therapeutic"
"57575","SLC8A3",6547,"Convulsions","C4048158",0.3,"Biomarker"
"57584","IL1B",3553,"Convulsions","C4048158",0.3,"Biomarker"
"57587","GNB3",2784,"Convulsions","C4048158",0.3,"Biomarker"
"57590","MECP2",4204,"Convulsions","C4048158",0.31,"Biomarker"
"57591","PVALB",5816,"Convulsions","C4048158",0.3,"Biomarker"
"57592","FOXG1",2290,"Convulsions","C4048158",0.3,"Biomarker"
"57595","FGF2",2247,"Convulsions","C4048158",0.3,"Therapeutic"
"57596","ADCYAP1",116,"Convulsions","C4048158",0.3,"Biomarker"
"57597","APOE",348,"Convulsions","C4048158",0.3,"Biomarker"
"57600","TRAPPC4",51399,"Cortical visual impairment","C4048268",0.3,"Biomarker"
"57601","FDFT1",2222,"Cortical visual impairment","C4048268",0.3,"Biomarker"
"57602","PIGP",51227,"Cortical visual impairment","C4048268",0.4,"Biomarker"
"57603","RNF13",11342,"Cortical visual impairment","C4048268",0.4,"Biomarker"
"57604","VAMP2",6844,"Cortical visual impairment","C4048268",0.3,"Biomarker"
"57606","NF2",4771,"SCHWANNOMATOSIS 1","C4048809",0.5,"Biomarker"
"57608","SMARCB1",6598,"SCHWANNOMATOSIS 1","C4048809",0.4,"Biomarker"
"57610","LZTR1",8216,"SCHWANNOMATOSIS 1","C4048809",0.3,"Biomarker"
"57611","CPS1",1373,"Hyperammonemia Due to Carbamoyl Phosphate Synthetase 1 Deficiency","C4082171",0.71,"GeneticVariation"
"57613","CPS1",1373,"Hyperammonemia Due to Carbamoyl Phosphate Synthetase 1 Deficiency","C4082171",0.71,"Biomarker"
"57631","COL4A2",1284,"Porencephaly","C4082173",0.56,"Biomarker"
"57632","COL4A1",1282,"Porencephaly","C4082173",0.4,"Biomarker"
"57635","SLC52A3",113278,"Bulbar palsy","C4082299",0.41,"Biomarker"
"57636","COL4A1",1282,"Developmental Porencephaly","C4082301",0.3,"Biomarker"
"57638","COL4A2",1284,"Developmental Porencephaly","C4082301",0.3,"Biomarker"
"57639","BDNF",627,"Deaf Mutism","C4082305",0.3,"Therapeutic"
"57641","CLDN14",23562,"Deaf Mutism","C4082305",0.3,"Biomarker"
"57642","PCDH15",65217,"Deaf Mutism","C4082305",0.3,"Biomarker"
"57643","RNR1",4549,"Deaf Mutism","C4082305",0.3,"Biomarker"
"57644","ESPN",83715,"Deaf Mutism","C4082305",0.3,"Biomarker"
"57645","CACNA1D",776,"Deaf Mutism","C4082305",0.3,"Biomarker"
"57646","POLD1",5424,"Deaf Mutism","C4082305",0.3,"Biomarker"
"57648","PJVK",494513,"Deaf Mutism","C4082305",0.3,"Biomarker"
"57649","CDC14A",8556,"Deaf Mutism","C4082305",0.3,"Biomarker"
"57650","GJB2",2706,"Deaf Mutism","C4082305",0.3,"Biomarker"
"57652","OTOF",9381,"Deaf Mutism","C4082305",0.3,"Biomarker"
"57654","TMTC2",160335,"Deaf Mutism","C4082305",0.3,"Biomarker"
"57655","SERAC1",84947,"Deaf Mutism","C4082305",0.3,"Biomarker"
"57656","GJB3",2707,"Deaf Mutism","C4082305",0.3,"Biomarker"
"57657","SLC26A5",375611,"Deaf Mutism","C4082305",0.3,"Biomarker"
"57658","SMAD4",4089,"Deaf Mutism","C4082305",0.3,"Biomarker"
"57659","MITF",4286,"Deaf Mutism","C4082305",0.3,"Biomarker"
"57661","PAX3",5077,"Deaf Mutism","C4082305",0.3,"Biomarker"
"57662","AK2",204,"Deaf Mutism","C4082305",0.3,"Biomarker"
"57663","JAG1",182,"Deaf Mutism","C4082305",0.3,"Biomarker"
"57664","PMP22",5376,"Guillain-Barre Syndrome, Familial","C4083008",0.5,"Biomarker"
"57669","CPS1",1373,"Carbamoyl Phosphate Synthase 1 Deficiency","C4085580",0.31,"Biomarker"
"57674","GLRX5",51218,"Childhood-onset spasticity with hyperglycinemia","C4225178",0.6,"GermlineCausalMutation"
"57676","GLRX5",51218,"Childhood-onset spasticity with hyperglycinemia","C4225178",0.6,"Biomarker"
"57677","KCNA2",3737,"EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 32","C4225350",0.7,"Biomarker"
"57679","KCNA2",3737,"EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 32","C4225350",0.7,"GeneticVariation"
"57684","RFC1",5981,"Bilateral Vestibulopathy","C4255193",0.41,"Biomarker"
"57685","COX3",4514,"Genetic recurrent myoglobinuria","C4274324",0.3,"GermlineCausalMutation"
"57686","COX1",4512,"Genetic recurrent myoglobinuria","C4274324",0.3,"GermlineCausalMutation"
"57687","LPIN1",23175,"Genetic recurrent myoglobinuria","C4274324",0.3,"GermlineCausalMutation"
"57688","CACNA1H",8912,"Childhood Absence Epilepsy","C4281785",0.4,"Biomarker"
"57689","CACNA1A",773,"Childhood Absence Epilepsy","C4281785",0.31,"Biomarker"
"57690","JRK",8629,"Childhood Absence Epilepsy","C4281785",0.32,"Biomarker"
"57691","CACNA2D2",9254,"Childhood Absence Epilepsy","C4281785",0.3,"Biomarker"
"57692","KCNK9",51305,"Childhood Absence Epilepsy","C4281785",0.3,"Biomarker"
"57693","EFHC1",114327,"Childhood Absence Epilepsy","C4281785",0.31,"Biomarker"
"57694","GABRB3",2562,"Childhood Absence Epilepsy","C4281785",0.4,"Biomarker"
"57695","NEU1",4758,"Sialidase deficiency","C4282398",0.72,"GeneticVariation"
"57697","NEU1",4758,"Sialidase deficiency","C4282398",0.72,"Biomarker"
"57707","DNAJC5",80331,"Neuronal Ceroid Lipofuscinosis Type 4B","C4284284",0.32,"Biomarker"
"57708","GMPPB",29925,"Muscular Dystrophy-Dystroglycanopathy (Congenital with Brain and Eye Anomalies) Type A, 1","C4284790",0.3,"Biomarker"
"57709","CRPPA",729920,"Muscular Dystrophy-Dystroglycanopathy (Congenital with Brain and Eye Anomalies) Type A, 1","C4284790",0.3,"Biomarker"
"57710","POMT1",10585,"Muscular Dystrophy-Dystroglycanopathy (Congenital with Brain and Eye Anomalies) Type A, 1","C4284790",0.7,"GeneticVariation"
"57711","POMT1",10585,"Muscular Dystrophy-Dystroglycanopathy (Congenital with Brain and Eye Anomalies) Type A, 1","C4284790",0.7,"Biomarker"
"57713","RXYLT1",10329,"Muscular Dystrophy-Dystroglycanopathy (Congenital with Brain and Eye Anomalies) Type A, 1","C4284790",0.3,"Biomarker"
"57714","B3GALNT2",148789,"Muscular Dystrophy-Dystroglycanopathy (Congenital with Brain and Eye Anomalies) Type A, 1","C4284790",0.3,"Biomarker"
"57716","FKRP",79147,"Muscular Dystrophy-Dystroglycanopathy (Congenital with Brain and Eye Anomalies) Type A, 1","C4284790",0.4,"Biomarker"
"57718","POMK",84197,"Muscular Dystrophy-Dystroglycanopathy (Congenital with Brain and Eye Anomalies) Type A, 1","C4284790",0.3,"Biomarker"
"57722","POMT2",29954,"Muscular Dystrophy-Dystroglycanopathy (Congenital with Brain and Eye Anomalies) Type A, 1","C4284790",0.4,"Biomarker"
"57724","POMGNT2",84892,"Muscular Dystrophy-Dystroglycanopathy (Congenital with Brain and Eye Anomalies) Type A, 1","C4284790",0.3,"Biomarker"
"57726","B4GAT1",11041,"Muscular Dystrophy-Dystroglycanopathy (Congenital with Brain and Eye Anomalies) Type A, 1","C4284790",0.3,"Biomarker"
"57727","LARGE1",9215,"Muscular Dystrophy-Dystroglycanopathy (Congenital with Brain and Eye Anomalies) Type A, 1","C4284790",0.3,"Biomarker"
"57728","DAG1",1605,"Muscular Dystrophy-Dystroglycanopathy (Congenital with Brain and Eye Anomalies) Type A, 1","C4284790",0.3,"Biomarker"
"57730","POMGNT1",55624,"Muscular Dystrophy-Dystroglycanopathy (Congenital with Brain and Eye Anomalies) Type A, 1","C4284790",0.3,"Biomarker"
"57733","FKTN",2218,"Muscular Dystrophy-Dystroglycanopathy (Congenital with Brain and Eye Anomalies) Type A, 1","C4284790",0.4,"Biomarker"
"57734","ATP6V1B1",525,"Distal renal tubular acidosis co-occurrent with sensorineural deafness","C4302514",0.3,"Biomarker"
"57736","PRNP",5621,"Familial Alzheimer-like prion disease","C4303482",0.3,"GermlineCausalMutation"
"57737","KCNJ11",3767,"DEND syndrome","C4303593",0.49,"Biomarker"
"57738","TREX1",11277,"Cerebroretinal vasculopathy","C4303791",0.31,"Biomarker"
"57739","AIFM1",9131,"X-linked hereditary sensory and autonomic neuropathy with deafness","C4304400",0.3,"Biomarker"
"57747","ND6",4541,"Leber plus disease","C4304725",0.3,"GermlineCausalMutation"
"57748","ND4",4538,"Leber plus disease","C4304725",0.3,"GermlineCausalMutation"
"57749","ND3",4537,"Leber plus disease","C4304725",0.3,"GermlineCausalMutation"
"57754","POGLUT1",56983,"MUSCULAR DYSTROPHY, LIMB-GIRDLE, AUTOSOMAL RECESSIVE 21","C4310660",0.6,"Biomarker"
"57756","POGLUT1",56983,"MUSCULAR DYSTROPHY, LIMB-GIRDLE, AUTOSOMAL RECESSIVE 21","C4310660",0.6,"GermlineCausalMutation"
"57758","POGLUT1",56983,"MUSCULAR DYSTROPHY, LIMB-GIRDLE, AUTOSOMAL RECESSIVE 21","C4310660",0.6,"GeneticVariation"
"57770","MFN2",9927,"CHARCOT-MARIE-TOOTH DISEASE, AXONAL, AUTOSOMAL RECESSIVE, TYPE 2A2B","C4310725",0.7,"Biomarker"
"57771","MFN2",9927,"CHARCOT-MARIE-TOOTH DISEASE, AXONAL, AUTOSOMAL RECESSIVE, TYPE 2A2B","C4310725",0.7,"GeneticVariation"
"57777","THAP1",55145,"Writer's Cramp","C4316810",0.4,"Biomarker"
"57778","GLRA1",2741,"Writer's Cramp","C4316810",0.3,"Biomarker"
"57779","TOR1A",1861,"Writer's Cramp","C4316810",0.5,"Biomarker"
"57780","KMT2B",9757,"Writer's Cramp","C4316810",0.3,"Biomarker"
"57781","ALDH5A1",7915,"Writer's Cramp","C4316810",0.3,"Biomarker"
"57782","PRKRA",8575,"Writer's Cramp","C4316810",0.31,"Biomarker"
"57783","GNAL",2774,"Writer's Cramp","C4316810",0.3,"Biomarker"
"57784","CYP11A1",1583,"Absence Seizures","C4316903",0.3,"Therapeutic"
"57785","ADCYAP1",116,"Absence Seizures","C4316903",0.3,"Biomarker"
"57786","SLC8A3",6547,"Absence Seizures","C4316903",0.3,"Biomarker"
"57787","NPY",4852,"Absence Seizures","C4316903",0.31,"Biomarker"
"57788","ACHE",43,"Absence Seizures","C4316903",0.3,"Biomarker"
"57789","NPY",4852,"Absence Seizures","C4316903",0.31,"Therapeutic"
"57790","HTR1A",3350,"Absence Seizures","C4316903",0.31,"Therapeutic"
"57791","TSC2",7249,"Absence Seizures","C4316903",0.3,"Biomarker"
"57792","SLC8A1",6546,"Absence Seizures","C4316903",0.3,"Biomarker"
"57793","DRD2",1813,"Absence Seizures","C4316903",0.3,"Therapeutic"
"57794","ALPL",249,"Absence Seizures","C4316903",0.3,"Biomarker"
"57795","ALPL",249,"Absence Seizures","C4316903",0.3,"Therapeutic"
"57796","CHRM1",1128,"Absence Seizures","C4316903",0.3,"Biomarker"
"57797","SIGMAR1",10280,"Absence Seizures","C4316903",0.3,"Biomarker"
"57798","INS",3630,"Absence Seizures","C4316903",0.3,"Biomarker"
"57799","BDNF",627,"Absence Seizures","C4316903",0.3,"Therapeutic"
"57800","POMC",5443,"Absence Seizures","C4316903",0.3,"Therapeutic"
"57801","POMC",5443,"Absence Seizures","C4316903",0.3,"Biomarker"
"57802","MT3",4504,"Absence Seizures","C4316903",0.3,"Biomarker"
"57803","CRH",1392,"Absence Seizures","C4316903",0.3,"Biomarker"
"57804","CHRNA7",1139,"Absence Seizures","C4316903",0.3,"Biomarker"
"57806","DRD2",1813,"Absence Seizures","C4316903",0.3,"Biomarker"
"57807","PVALB",5816,"Absence Seizures","C4316903",0.32,"Biomarker"
